,AD_GRUPOECONOMICO,AD_CODUNNEG,DESCRICAO,SEGMENTO
2391,MUNDIAL QUIMICA DO BRASIL LTDA,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
2392,OLGA S/A INDÚSTRIA E COMÉRCIO,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
2393,CHEMYUNION LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2394,MARELT IND E COM DE COSMÉTICOS E DIST LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2395,MARKEY IND. E COM. MARCADORES INDUSTRIAL LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2396,SAGHA COSMÉTICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2397,INOVATECH TECNOLOGIA COSMÉTICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2398,COLORMIX IND. E COM. DE PIGMENTOS LTDA,1.0,INDUSTRIAL,
2399,LM LABORATORIOS COM. E SERVIÇOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2400,LABORATORIOS CORPO E CHEIRO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2401,LINE INDÚSTRIA DE COSMÉTICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2402,STÉVIA COMERCIAL LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2403,"TECNOPUR TECNOLOGIA EM PU, BOR E METAIS LTDA",1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
2404,MAXPOLI IND E COMERCIO DE PLASTICOS LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
2405,OMNES INDÚSTRIA COMÉRCIO DE COSM. LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2406,GRUPO GHF/HAIR FLY,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2407,E BARRUFALDI HIGIENE E LIMPEZA,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
2408,JOTA - ENE IND. E COM. DE COSMÉTICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2409,MAXSANE INDÚSTRIA DE SANEAMENTOS LTDA,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
2410,EXTREMA INDÚSTRIA DE COSMÉTICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2411,WYDET INDÚSTRIA E COMÉRCIO DE COSMÉTICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2412,J FERES,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2413,POLIFLEX ARTEFATOS DE BORRACHA LTDA-ME,1.0,INDUSTRIAL,
2414,ATS COLOR DO BRASIL LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2415,BELMAX COMERCIAL LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2416,STRATURA ASFALTOS S.A.,1.0,INDUSTRIAL,CONSTRUÇÃO CIVIL | Aditivos para Argamassas e Concretos
2417,RICARDO RESENDE BUENO,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
2418,KJX INDÚSTRIA E COMÉRCIO DE PERFUMARIA LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2419,ARBAX INDÚSTRIA E COMÉRCIO LTDA EPP,1.0,INDUSTRIAL,
2420,M.M.I INDÚSTRIA DE COSMÉSTICOS LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2421,NITROGENIUS PRODUTOS QUIMICOS LTDA,1.0,INDUSTRIAL,DISTRIBUIÇÃO | Revenda
2422,PROFISSIONAL INDUSTRIA E COMERCIO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2423,GOOC DISTRIBUIDORA DO VESTUÁRIO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2424,MICRO JUNTAS INDÚSTRIA E COMÉRCIO LTDA,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
2425,MENDONÇA COMERCIO DE PRODUDOS QUIMICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2426,GRUPO AVATIM/TERRA/FARGOS,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2427,NATHAN QUIMICA IND. E COMERCIO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2428,BIO SEIVA IND. E COM. DE COSMÉTICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2429,WATH! COSMETICOS LTDA - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2430,LUBRIZOL - LIFE - PERSONAL CARE,,,PERSONAL CARE | OUTROS - PERSONAL CARE
2431,BASTON DO BRASIL PRODUTOS QUÍMICOS LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
2432,ACQUACOSMÉTICOS-INDÚSTRIA E COMÉRCIO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2433,MARIA TERESA DE OLIVEIRA PINHO,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2434,R. C RIBEIRO COSMÉTICOS ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2435,SWEET SOAP ATELIER DE ART. DECORATIVOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2436,REED EXHIBITIONS ALCANTARA MACHADO S.A,,,
2437,FAMILY BUSINESS CONSULT E PROJ GESTÃO CORP E ,,,
2438,SILIPLAST QUIMICA INDÚSTRIA E COMÉRCIO LTDA,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
2439,GRAMPAC INDUSTRIA E COMERCIO DE GRAMPOS LTDA,1.0,INDUSTRIAL,
2440,AVENCA INDUSTRIA COSMETICA EIRELI - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2441,DISTRIBUIDORA DE MEDICAMENTOS MEDIVITA LTDA,1.0,INDUSTRIAL,
2442,INDÚSTRIA DE RETENTORES ESPECIAIS DICETTI LTDA,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
2443,VPO PERFUMARIA INDÚSTRIA E COMÉRCIO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2444,MAGISTRIS DO BRASIL LAB DERMOCOSMETICO LTDA EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2445,AMAZON IND. COM. EXPORT. E IMPORT. DE PROD. ESPEC. LTDA EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
2446,S.L. TOLEDO ARTESANATOS EIRELI ME,1.0,INDUSTRIAL,
2447,JANAINA MARIA SANTOS - EPP,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
2448,VITALE - INOVACAO PESQ E DESENV NA AREA QUIMICA EIRELI - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2449,ERALDO LOMAR DE OLIVEIRA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2450,TECPON IND E COM DE PRODUTOS QUIMICOS LTDA,2.0,LIFE & PERSONAL CARE,
2451,FLAVIA PUNGILLO COSMETICOS - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2452,N.S. FAGUNDES IND. E COMERCIO EIRELI,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2453,PROJETANDO SOLUÇÕES INDÚSTRIA E COMÉRCIO LTDA-EPP,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
2454,ADESPEC ADESIVOS ESPECIAIS S.A,1.0,INDUSTRIAL,ADESIVOS | Hot Melt
2455,RM REVESTIMENTOS MONOLITICOS LTDA,1.0,INDUSTRIAL,
2456,MARCELO SCAVRONI - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2457,SAPPI TSAPPI TRADING DO BRASIL LTDARADING DO BRASIL LTDA,1.0,INDUSTRIAL,
2458,NOBREVIE LABORATÓRIO LTDA EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
2459,LETICIAMONTE ALTO LAMBERT,1.0,INDUSTRIAL,
2460,RIDE INDUSTRIA E COMERCIO DE COSMETICOS LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2461,E B DE SOUZA - EIRELI - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2462,LBE INDUSTRIA E COMERCIO DE COSMETICOS LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2463,GRUPO CALLAMARYS,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
2464,MULTIBRASIL COMÉRCIO EXPORTAÇÃO - IMPORTAÇÃO LTDA,1.0,INDUSTRIAL,DENTAL | Dentes Artificiais / Obturações
2465,CENTAGRO-CENTRO TECNOLOGICO AGROP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
2466,SCALTRO INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS - ME,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
2467,INDÚSTRIA E COMÉRCIO DE COSMÉTICOS LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2468,MARLOS OLIVEIRA BITTENCOURT DA SILVA,1.0,INDUSTRIAL,
2469,NP IND E COMERCIO DE COSMETICOS EIRELI - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2470,INDUQUALI - IND E COM DE EQUIP E PROD PARA LIMPEZA LTDA,1.0,INDUSTRIAL,PERSONAL CARE | OUTROS - PERSONAL CARE
2471,DANISOU COSMESTICOS E TECIDOS LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2472,UPS SCS LOGISTICA (BRASIL) LTDA,1.0,INDUSTRIAL,
2473,L - S BRASIL ABSOLUT-INDUSTRIA E COMERCIO DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2474,JS COSMETICOS INDUSTRIA E COMERCIO LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2475,EHLOS CONSULTING LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2476,ZOBELE DO BRASIL LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
2477,MARCOBI INDÚSTRIA E COMÉRCIO LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
2478,ELANTAS ISOLANTES ELETRICOS DO BRASIL LTDA.,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
2479,GOTA AZUL PRODUTOS PARA HIGIENIZACAO LTDA - ME,1.0,INDUSTRIAL,I&I – INDUSTRIAL & INSTITUCIONAL | Autocare
2480,LIGHT HAIR INDUSTRIA E COMERCIO DE COSMETICOS LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2481,GISLAINE MACHADO DE OLIVEIRA SCHMITT- ME,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
2482,UNA FLOR PERFUMARIA E COSMETICO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2483,VIA BRASIL COSMETICOS E PERFUMARIA LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2484,HAIR VIP PROFISSIONAL COSMETICOS EIRELI - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2485,HAZTEC TECNOLOGIA E PLANEJAMENTO AMBIENTAL SA,1.0,INDUSTRIAL,
2486,QUINTA ESSENCIA INDUSTRIA COSMETICA LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2487,CARINA GOMES DE FREITAS,1.0,INDUSTRIAL,
2488,NOVA FIGUS DO BRASIL INDUSTRIA E COMERCIO DE COSMETICOS LT,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2489,PINHO IND E COMERCIO DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2490,NILDA POTTER ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2491,SERRA NEGRA INDUSTRIAL DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2492,BIOMED PRODUTOS MEDICOS LTDA - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2493,SELLECTA IND COM E EXP DE COSMETICOS LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2494,VINÍCIUS DE OLIVEIRA SEIPPEL DE ARAÚJO,1.0,INDUSTRIAL,
2495,FAV 105 FRAGRANCES LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2496,GENESIS - COMERCIO DE COSMETICOS LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2497,CLF PLASTICOS LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
2498,BERGA INDUSTRIA E COMERCIO DE COSMETICOS EIRELI - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
2499,IDEALIZE DESENVOLVIMENTO DE FORMULAS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2500,DILETA IND COM PROD QUIM LTDA,1.0,INDUSTRIAL,METALWORKING | Adesivos para metal-borracha
2501,JCF INDUSTRIA E COMERCIO LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2502,ECOLIFE QUIMICA BRASIL LTDA - EPP,1.0,INDUSTRIAL,I&I – INDUSTRIAL & INSTITUCIONAL | Desinfetante
2503,GRUPO VICCINO,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | MULTICATEGORIA - HOUSEHOLD
2504,NANOVETORES TECNOLOGIA S/A,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2505,REZENDE ARRUDA PRODUTOS NATURAIS LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2506,BENEDITO CELESTINO DE JESUS JUNIOR - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2507,AUGUST INDUSTRIA E COMERCIO LTDA EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2508,RESITINTAS - INDUSTRIA DE TINTAS EIRELI - ME,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
2509,M.J.A RODRIGUES JUNIOR,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2510,OMP SERVIÇOS ADMINISTRATIVOS LTDA - ME,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
2511,BLZ INDUSTRIA DE COSMETICOS LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2512,INFINITY IND DE COSM IMP E EXP EIRELI - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2513,AJ COSMETICOS LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2514,SINCOPLEMA SOC INDL E COML PROD LIMP DO MARANHAO LTD,2.0,LIFE & PERSONAL CARE,
2515,BENCOLOR TINTAS EIRELI ME,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
2516,ANA NERI DA ROCHA GRANJA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2517,POLIJOINT INDUSTRIA E COMERCIO EIRELI,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
2518,CIA DE DESENVOLVIMENTO DO POLO DE ALTA TECNOL CAMPINAS,1.0,INDUSTRIAL,
2519,MARCO ANTONIO FERREIRA DE M TEXEIRA,1.0,INDUSTRIAL,
2520,PAULITALIA BARÃO DE MAUÁ COMERCIO DE VEICULOS LTDA,1.0,INDUSTRIAL,
2521,IVANCANDIDOEXPERT IND COM DE COSM LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2522,ILLO QUIMICA LTDA EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2523,GREEN PROCESS PRODUTOS QUIMICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | OUTROS - PERSONAL CARE
2524,LUANA MARIA DA SILVA,1.0,INDUSTRIAL,
2525,WMB COMERCIO ELETRONICO LTDA,1.0,INDUSTRIAL,
2526,SUPERLACK INDÚSTRIA BRASILEIRA DE TINTAS,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Artísticas
2527,VALENTINE CASSETTI DASSOUKI - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
2528,GRUPO MONDIALLE,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2529,L. B. C. - LABORATORIO BRASIL COSMET LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2530,SAO LUCAS FARMACIA DE MANIPULACAO LTDA - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2531,BIOFIOS COM E DISTRIB DE COSMETICOS EIRELI ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2532,HIGIE-PLUS COTTONBABY INDUSTRIA E COMERCIO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2533,FORMULARIUM FARMÁCIA DE MANIPULAÇÃO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2534,SOUZA - GARCIA COSMETICOS LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2535,ORION COSMETICOS LTDA - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2536,GENERAL INDUSTRIA E COMERCIO DE PRODUTOS POLIMERICOS LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
2537,BIONAT INDUSTRIA E COMERCIO DE COSMETICOS LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2538,LIDER INDUSTRIA E COMERCIO DE EMBALAGENS PLASTICAS LTDA - EP,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
2539,PROTTA INDÚSTRIA IMP. E EXP. DE COSMÉTICOS ATIVOS EIRELI - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
2540,ZEPPELIN COMERCIAL DE ALCOOL LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2541,ALPICPLAST IND COM LT,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
2542,CLARICE DA SILVA IRACEMAPOLIS - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2543,CLEITON JUNIOR DE ASSIS CUNHA 01169251676,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2544,CRISCOSMETICOS COMERCIAL LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
2545,LANTANA LTDA - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2546,VIC PHARMA INDUSTRIA E COMERCIO LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2547,DARTH INDUSTRIA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2548,FRANSSALLE IND COM E DISTRIBUICAO DE COSMETICOS LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2549,C DE S V MARCON - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2550,ALVARO LUIS REBELLO FERREIRA,,,
2551,PQ SILICAS BRAZIL LTDA,1.0,INDUSTRIAL,
2552,A. ALVES COMERCIO DE VEICULOS LTDA - ME,1.0,INDUSTRIAL,
2553,FATE POLIURETANO LTDA – EPP,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
2554,FLC COMERCIO DE PLASTICOS LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
2555,D - F COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2556,BIOLORD COMERCIO DE PRODUTOS QUIMICOS EIRELI - ME,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
2557,ARYA AGROINDUSTRIA E COMERCIO EIRELI,4.0,AGRO,AGRONEGÓCIO | Fertilizantes
2558,RAPOSO IND. E COMÉRCIO DE PLASTICOS LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
2559,CONDOR BRASIL IND COM E TRANSP DE COSMETICOS EIRELI - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2560,LDB INDUSTRIA E COMERCIO DE PRODUTOS PARA PISOS DE MADEIRA LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
2561,SACRATU KYPHI INDUSTRIA E COMERCIO LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2562,LGPCF SERVICOS DE APOIO ADMINISTRATIVO LTDA - ME,1.0,INDUSTRIAL,
2563,LUBMASTER PRODUTOS ESPECIAIS LTDA,1.0,INDUSTRIAL,
2564,ASTI IND E COMERCIO DE COSMETICOS LTDA. - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2565,M S RIO INDUSTRIA E COMERCIO DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2566,VITACELULAS INDUSTRIA E COMERCIO DE COSMETICOS LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2567,COSMAIDI INDUSTRIA DE COSMETICOS LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2568,LIGHT PLANEJAMENTO GRAFICO LTDA - EPP,1.0,INDUSTRIAL,
2569,UNIVERSIDADE FEDERAL DO PIAUI,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2570,COLOR MASTER PIGMENTOS EIRELI - ME,1.0,INDUSTRIAL,PLÁSTICOS | MB de Poliolefinas
2571,GISELLI CAVALCANTE - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2572,KMMD DESENVOLVIMENTO E PESQUISA DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2573,COSMO INDUSTRIA E COMERCIO DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2574,BINNO - INDUSTRIA E COMERCIO LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2575,LUCHETI LUBRIFICANTES LTDA,1.0,INDUSTRIAL,METALWORKING | Adesivos para metal-borracha
2576,ISOGAMA INDUSTRIA QUIMICA LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Emulsões
2577,MASTER FACTOR COSMECEUTICA EIRELI,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2578,JOIN ME INOVAÇÕES COSMÉTICAS,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2579,P.P. QUIMICA INDUSTRIAL EIRELI,1.0,INDUSTRIAL,
2580,ARAUNAH FOODS,3.0,FOOD & NUTRITION,
2581,SATELIT,1.0,INDUSTRIAL,DISTRIBUIÇÃO | Revenda
2582,TRIUNFOS DENTS (REAW),1.0,INDUSTRIAL,DENTAL | Dentes Artificiais / Obturações
2583,MINAS BRASIL BELEZA DISTRIBUIDORA DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2584,KOBBER,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Panificação/Biscoitos/Bolos
2585,AGROFRESH BRASIL LTDA.,4.0,AGRO,AGRONEGÓCIO | Frutas
2586,DAG QUIM IND COM E REPRES LTDA,1.0,INDUSTRIAL,
2587,SILVANA VELOSO MENDONCA 51760720178,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2588,"WS INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE COSMETICOS EIRELI",2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2589,HOROS INDUSTRIA DE TINTAS LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
2590,VERMONTH IMPORTACAO E COMERCIO EIRELI,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2591,SERTANITOS,3.0,FOOD & NUTRITION,
2592,DENTARIA BRASIL INDUSTRIA E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA,1.0,INDUSTRIAL,DENTAL | Dentes Artificiais / Obturações
2593,EVOLUTION AUTHENTIC LINE LTDA - ME,2.0,LIFE & PERSONAL CARE,
2594,PHOTON NEGOCIOS DE SAUDE E BEM ESTAR LTDA,2.0,LIFE & PERSONAL CARE,
2595,A DE JESUS JOAQUIM,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2596,EMDRAX INDUSTRIA DE COSMÉTICOS E EMBALAGENS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2597,ITALTECNO DO BRASIL LTDA,1.0,INDUSTRIAL,METALWORKING | Adesivos para metal-borracha
2598,JAQUELINE PINHEIRO DO NASCIMENTO - ME,1.0,INDUSTRIAL,I&I – INDUSTRIAL & INSTITUCIONAL | Autocare
2599,FUGA COUROS S A,1.0,INDUSTRIAL,
2600,M - P CRIATIVE COMERCIAL LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2601,AVANTE BRASIL COMERCIO EIRELI,,,
2602,ELESYS SISTEMAS ELETRICOS EIRELI,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
2603,DACAR IND E COM DE TINTAS LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Artísticas
2604,LABORATORIO BRAVET LTDA,1.0,INDUSTRIAL,HOUSEHOLD | OUTROS - HOUSEHOLD
2605,MAG ESTETICA INDUSTRIA E COMERCIO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2606,KISABOR,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Outros
2607,MARINA ULHOA CARVALHO 04606146656,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
2608,FIRE RIO SERVICOS DE PROTECAO CONTRA INCENDIO ,,,
2609,E. LYRA DE SOUZA COSMETICOS,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2610,AKYROS INDUSTRIA - COMERCIO DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
2611,"ABIHPEC - ASSOC. BRAS.DA IND. DE HIGIENE PESSOAL, ",,,
